CIK,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph,FFI49,FFI30,FFI12
1032220,30-Sep-20,48,0,1,8,0,110,35,23,6
1032975,31-Mar-20,25,13,0,18,3,100,45,29,11
1033012,31-Dec-20,34,1,0,7,1,9,13,8,10
1033905,31-Dec-20,43,7,0,14,0,116,48,29,11
1034054,31-Dec-20,7,0,0,4,0,171,23,15,2
1034670,31-Dec-20,24,7,1,21,1,158,36,22,6
1034760,NONE,5,1,0,11,1,41,13,8,10
1034842,"December 31, 2020",94,6,0,19,1,110,30,19,4
1035002,"December 31, 2020",29,1,0,12,1,131,45,29,11
1035092,"December 31, 2020",26,0,0,7,0,24,31,20,8
1035201,31-Dec-20,10,0,0,12,0,3,12,8,10
1035267,"December 31, 2020",71,15,1,18,4,96,13,8,10
1035354,31-Dec-20,27,0,1,17,0,69,48,29,11
1035443,12/31/2020,78,3,1,23,1,152,36,22,6
1036188,NONE,19,18,0,7,12,170,38,23,6
1036262,NONE,38,5,0,16,2,61,48,29,11
1037390,"November 30, 2020",23,3,0,12,1,15,48,29,11
1037540,12/31/2020,58,1,0,16,1,49,38,23,6
1037646,12/31/2020,26,8,0,15,3,146,29,18,4
1037676,31-Dec-20,24,2,0,19,1,114,38,23,6
1037868,31-Dec-20,18,3,0,5,1,137,47,29,11
1037976,31-Dec-20,15,6,0,13,1,240,37,23,6
1038074,2-Jan-21,17,5,0,6,3,56,13,8,10
1038133,"December 31, 2020",18,7,0,4,3,73,30,19,4
1038357,31-Dec-20,28,6,0,46,4,74,45,29,11
1038773,"December 31, 2020",23,0,0,11,0,21,12,8,10
1039065,30-Jun-20,24,6,0,13,2,177,36,22,6
1039280,NONE,12,1,0,5,0,120,38,23,6
1039399,26-Dec-20,26,7,0,9,3,53,31,20,8
1039684,31-Dec-20,33,2,0,13,1,54,46,29,11
1039828,12/31/2020,23,0,0,7,0,10,43,27,9
1040130,NONE,10,3,0,9,1,14,37,23,6
1040161,31-Dec-20,20,7,0,18,2,54,38,23,6
1040470,NONE,11,1,0,11,0,42,48,29,11
1040829,"December 31, 2020",57,0,2,7,0,15,35,23,6
1040896,NONE,9,1,0,8,0,6,48,29,11
1040971,31-Dec-20,11,0,0,7,0,9,12,8,10
1041024,"December 31, 2020",37,2,1,7,0,78,44,28,9
1041061,31-Dec-20,50,6,0,6,1,143,45,29,11
1041368,NONE,1,0,0,0,0,0,34,22,6
1041514,NONE,21,1,0,18,1,42,32,21,7
1041657,NONE,8,0,0,8,0,0,43,27,9
1041803,"August 31, 2020",34,13,2,21,2,91,43,27,9
1041859,30-Jan-21,79,12,9,31,7,146,46,29,11
1042046,31-Dec-20,63,0,0,20,0,38,13,8,10
1042074,31-Dec-20,0,0,0,0,0,0,15,30,3
1042187,NONE,10,0,0,5,0,9,45,29,11
1042729,31-Dec-20,0,0,0,22,0,21,48,29,11
1042776,31-Dec-20,23,0,2,13,0,29,21,13,3
1042893,31-Dec-20,42,4,0,15,3,172,33,22,12
1043000,"December 31, 2020",64,0,0,19,0,12,48,29,11
1043219,31-Dec-20,51,1,1,8,1,54,41,25,12
1043277,"December 31, 2020",25,23,1,7,11,112,37,23,6
1043337,"December 31, 2020",42,9,0,26,5,74,43,27,9
1043509,31-Dec-20,36,6,2,22,3,15,35,23,6
1043604,31-Dec-20,29,21,0,20,4,74,13,8,10
1043961,NONE,14,0,0,10,0,18,13,8,10
1044378,NONE,62,2,0,7,1,54,37,23,6
1044777,31-Dec-20,24,4,0,5,2,95,14,9,5
1045309,"December 31, 2020",19,10,0,16,6,133,48,29,11
1045450,"December 31, 2020",101,0,0,11,0,41,48,29,11
1045609,31-Dec-20,12,4,0,8,1,84,43,27,9
1045742,NONE,9,6,3,4,3,31,37,23,6
1045810,31-Jan-21,21,7,0,10,3,83,45,29,11
1046025,"December 31, 2020",82,1,1,10,1,24,45,29,11
1046050,30-Sep-20,45,0,0,12,0,18,34,22,12
1046102,"December 31, 2020",32,0,2,6,0,122,45,29,11
1046203,31-Dec-20,34,2,0,10,1,15,2,1,1
1046257,"December 31, 2020",11,4,0,11,3,96,48,29,11
1046311,"December 31, 2020",96,1,4,10,0,145,36,22,6
1046327,12/31/2020,13,1,1,16,1,80,33,22,12
1046568,"December 31, 2020",14,0,0,11,0,19,37,23,6
1046995,NONE,35,2,0,10,0,45,37,23,6
1047127,31-Dec-20,0,11,0,9,1,67,11,8,10
1047335,31-Dec-20,31,2,0,5,1,6,1,1,1
1047340,1-Jan-21,46,5,0,22,3,85,31,20,8
1047862,"DECEMBER 31, 2020",59,1,2,42,0,9,18,11,12
1048268,30-Sep-20,15,3,0,17,1,9,44,28,12
1048286,"December 31, 2020",72,3,6,6,0,85,13,8,10
1048477,"December 31, 2020",28,0,1,23,0,181,36,23,6
1048695,30-Sep-20,13,6,0,15,1,102,41,25,12
1048911,31-May-20,72,27,0,16,14,435,38,23,6
1049502,31-Dec-20,31,10,0,10,1,162,37,23,6
1049521,3-Jul-20,1,13,0,10,0,55,17,11,3
1049606,31-Dec-20,15,2,0,4,2,19,45,29,11
1049782,"December 31, 2020",24,0,0,9,0,6,43,27,9
1050377,31-Dec-20,18,5,0,18,2,24,45,29,11
1050441,31-Dec-20,60,1,1,13,1,27,36,22,6
1050446,"December 31, 2020",30,2,0,13,2,89,32,21,7
1050606,NONE,40,0,5,13,0,21,45,29,11
1050743,"December 31, 2020",17,0,0,5,0,13,10,7,1
1050797,31-Dec-20,32,4,1,11,0,128,39,24,3
1050825,28-Feb-20,16,8,0,9,3,119,18,11,12
1050915,"December 31, 2020",63,4,0,44,3,85,48,29,11
1051470,31-Dec-20,9,1,0,10,1,24,32,21,7
1051512,"December 31, 2020",2,2,0,1,1,22,12,8,10
1051514,NONE,0,0,0,0,0,0,37,23,6
1051627,31-Dec-20,13,22,0,17,2,46,36,22,6
1052054,NONE,10,0,0,11,0,91,48,29,11
1052100,31-Dec-20,10,0,0,12,0,12,48,29,11
1052752,"DECEMBER 31, 2020",12,0,0,20,0,9,45,29,11
1053352,"December 31, 2020",19,0,0,11,0,15,48,29,11
1053507,31-Dec-20,19,2,0,7,0,160,45,29,11
1053584,NONE,0,0,0,0,0,0,13,8,10
1053691,NONE,21,0,0,3,0,12,11,8,10
1054102,NONE,33,4,5,35,0,62,42,26,9
1054721,NONE,7,2,1,6,1,52,14,9,5
1054905,31-Dec-20,0,0,0,0,0,0,48,29,11
1055160,31-Dec-20,58,1,0,18,1,37,12,8,10
1055726,31-Dec-20,71,2,2,20,0,99,43,27,9
1056285,30-Jan-21,18,19,2,11,4,24,48,29,11
1056288,31-Dec-20,0,2,0,24,2,120,13,8,10
1056358,31-Dec-20,23,9,0,7,6,181,34,22,6
1056386,NONE,11,0,0,6,0,83,36,23,6
1056696,"December 31, 2020",17,48,0,9,11,130,45,29,11
1056943,"December 31, 2020",32,1,0,6,0,17,43,27,9
1057060,30-Sep-20,12,3,0,15,1,46,37,23,6
1057083,31-Dec-20,19,7,1,5,2,58,36,22,6
1057352,31-Dec-20,34,0,0,13,0,111,34,22,12
1057379,1-Jan-21,19,2,0,9,0,75,31,20,8
1057877,12/31/2020,24,1,0,39,0,24,37,23,6
1058057,"January 30, 2021",31,11,0,16,5,105,44,28,9
1058090,"December 31, 2020",40,6,0,3,0,36,36,22,6
1058290,31-Dec-20,46,1,1,8,0,144,32,21,7
1058623,31-Dec-20,20,0,0,8,0,16,36,22,6
1058811,"December 31, 2020",29,1,1,13,0,60,45,29,11
1058867,31-Dec-20,35,2,0,11,2,16,48,29,11
1059142,"December 31, 2020",39,3,0,7,0,9,33,22,12
1059262,31-Dec-20,67,1,2,20,2,38,34,22,12
1059556,31-Dec-20,51,0,0,17,0,168,45,29,11
1060219,12/31/2020,12,0,0,8,0,3,48,29,11
1060349,31-Dec-20,1,0,0,1,0,6,49,30,12
1060391,31-Dec-20,31,5,0,25,4,26,13,8,10
1060736,"December 31, 2020",41,11,1,14,1,195,49,30,12
1061069,NONE,13,0,2,5,0,6,30,19,4
1061219,31-Dec-20,2,0,0,0,0,6,48,29,11
1061630,31-Dec-20,0,0,0,0,0,0,13,8,10
1061983,"December 31, 2020",16,4,0,29,0,20,23,15,2
1062231,31-Dec-20,48,6,0,42,2,210,48,29,11
1063344,31-Dec-20,61,1,1,13,0,56,2,1,1
1063537,NONE,6,2,0,7,0,35,48,29,11
1063761,12/31/2020,31,0,0,12,0,96,29,18,4
1064728,31-Dec-20,22,3,0,37,3,167,48,29,11
1065078,NONE,3,0,0,1,0,15,36,22,6
1065088,"December 31, 2020",23,0,0,15,0,158,7,4,12
1065280,31-Dec-20,9,0,0,4,0,71,36,22,6
1065332,"December 31, 2020",46,1,0,9,0,3,42,26,9
1065696,31-Dec-20,54,4,3,24,0,102,10,7,1
1065837,31-Dec-20,23,2,2,10,1,143,34,22,12
1066605,12/31/2020,18,0,0,11,0,77,36,22,6
1066923,NONE,17,6,0,8,0,51,44,28,9
1067294,31-Jul-20,12,0,3,0,0,0,34,22,12
1067701,"DECEMBER 31, 2020",81,3,0,16,3,35,32,21,7
1067837,31-Dec-20,35,1,3,24,1,10,49,30,12
1067983,31-Dec-20,28,5,1,28,3,117,45,29,11
1068851,"December 31, 2020",31,1,0,6,1,27,48,29,11
1068875,31-Dec-20,34,0,1,15,0,56,45,29,11
1069157,31-Dec-20,74,2,0,18,2,62,26,30,3
1069183,"December 31, 2020",13,10,0,7,6,125,21,13,3
1069202,31-Dec-20,24,6,0,17,3,78,36,22,6
1069258,"DECEMBER 27, 2020",33,12,0,26,9,118,13,8,10
1069308,NONE,22,1,0,17,1,24,14,9,5
1069394,NONE,7,0,0,1,0,21,13,8,10
1069530,NONE,12,3,0,8,0,13,17,11,12
1069878,31-Dec-20,0,0,0,0,0,0,13,8,10
1069899,NONE,31,6,0,17,3,203,46,29,11
1069996,31-Dec-20,10,0,0,11,0,21,13,8,10
1070081,"December 31, 2020",51,4,0,33,0,99,36,22,6
1070235,2/28/2021,40,0,0,11,0,110,45,29,11
1070296,31-Dec-20,18,0,0,13,0,12,30,19,4
1070412,"December 31, 2020",15,2,0,24,0,39,42,26,9
1070423,31-Dec-20,34,2,0,37,0,57,13,8,10
1070494,"December 31, 2020",29,5,1,15,0,37,45,29,11
1070524,NONE,0,0,0,0,0,0,45,29,11
1070680,NONE,17,0,0,5,0,15,48,29,11
1070750,"December 31, 2020",52,1,6,11,1,54,45,29,11
1071236,"December 31, 2020",31,2,0,8,1,18,7,4,12
1071255,31-Dec-20,42,2,1,9,2,24,46,29,11
1071739,31-Dec-20,28,1,0,17,1,47,30,19,4
1071993,NONE,16,3,0,23,3,41,46,29,11
1072627,12/31/2020,29,0,0,9,0,18,36,22,6
1073349,"June 30, 2020",14,1,0,8,0,83,17,11,3
1073429,31-Dec-20,24,0,0,7,0,26,45,29,11
1074902,31-Dec-20,20,1,0,8,1,17,48,29,11
1075415,31-Dec-20,95,0,0,10,0,27,36,22,6
1075531,31-Dec-20,141,0,1,38,0,205,48,29,11
1075607,31-Dec-20,19,3,0,47,2,35,45,29,11
1075706,31-Dec-20,0,0,0,0,0,0,36,22,6
1075736,NONE,17,1,0,6,0,28,13,8,10
1076682,31-Dec-20,31,0,1,15,0,3,37,23,6
1076930,"December 31, 2020",40,6,0,17,2,86,11,8,10
1077183,31-Dec-20,27,4,0,6,2,82,45,29,11
1077428,"December 31, 2020",33,1,0,5,1,28,9,6,2
1077688,NONE,30,7,4,4,1,51,45,29,11
1077771,31-Dec-20,51,1,0,9,0,15,6,4,1
1078207,31-Dec-20,23,5,0,8,0,71,13,8,10
1080014,31-Dec-20,2,1,0,10,1,27,48,29,11
1080340,NONE,16,0,0,5,0,6,13,8,10
1080709,"December 31, 2020",22,3,2,12,0,88,13,8,10
1082038,31-Dec-20,26,1,0,19,0,23,36,22,6
1082324,31-Dec-20,1,0,0,0,0,6,13,8,10
1082554,"December 31, 2020",36,3,0,11,1,75,36,22,6
1082923,31-Dec-20,46,2,0,9,0,149,48,29,11
1083220,NONE,6,14,0,23,3,73,9,6,5
1083301,NONE,14,5,0,11,3,37,11,8,10
1083446,31-Dec-20,17,0,0,11,0,23,45,29,11
1083643,"December 31, 2020",26,0,1,9,0,6,36,22,6
1084048,31-Dec-20,18,0,0,14,0,153,36,22,6
1084384,NONE,13,2,0,9,1,117,14,9,5
1084554,NONE,16,1,0,6,0,74,36,22,6
1084577,NONE,9,0,0,7,0,97,34,22,12
1084765,NONE,10,0,0,9,0,134,43,27,9
1084869,NONE,28,2,0,11,1,44,45,29,11
1084961,"December 31, 2020",28,0,0,5,0,78,34,22,12
1084991,"December 31, 2020",14,2,0,16,0,38,22,14,6
1085243,NONE,10,4,0,6,3,64,36,22,6
1085869,31-Dec-20,18,4,0,10,0,90,36,22,6
1086222,31-Dec-20,23,3,0,18,0,113,29,18,4
1086600,31-Dec-20,28,2,0,25,2,113,33,22,12
1086745,NONE,10,9,1,9,0,72,13,8,10
1087294,12/31/2020,31,8,2,14,0,129,45,29,11
1087456,NONE,7,1,0,2,1,12,45,29,11
1088034,NONE,12,0,0,5,0,6,13,8,10
1088856,"December 31, 2020",35,1,2,9,0,30,43,27,9
1089063,30-Jan-21,50,13,0,16,0,3,34,22,12
1089143,NONE,43,0,0,12,0,30,32,21,7
1089511,31-Dec-20,39,3,0,8,1,33,36,22,6
1089872,"December 31, 2020",4,0,0,1,0,52,45,29,11
1090009,31-Dec-20,40,3,0,12,0,19,30,19,4
1090012,"December 31, 2020",25,1,0,20,1,29,48,29,11
1090425,12/31/2020,23,0,0,14,0,6,41,25,12
1090727,31-Dec-20,21,8,0,17,6,233,38,23,6
1090872,31-Oct-20,35,12,0,21,4,149,32,21,7
1091667,"December 31, 2020",22,0,0,15,0,15,46,29,11
1091748,31-Dec-20,35,0,0,11,0,94,17,11,3
1091883,31-Dec-20,26,2,1,12,0,119,7,4,12
1091907,31-Dec,43,1,2,17,1,193,13,8,10
1092662,31-Dec-20,22,0,0,0,0,6,36,22,6
1092699,"December 31, 2020",7,44,0,4,4,58,26,30,3
1092796,30-Apr-20,24,20,0,13,0,71,42,26,9
1093082,"December 31, 2020",21,9,0,7,2,46,12,8,10
1093557,31-Dec-20,48,9,0,19,3,149,45,29,11
1093672,NONE,7,1,2,2,0,9,13,8,10
1094038,31-Dec-20,24,2,0,4,0,34,37,23,6
1094285,"January 3, 2021",12,1,1,20,2,82,48,29,11
1094831,"December 31, 2020",62,1,0,36,2,315,46,29,11
1095073,31-Dec-20,27,0,0,11,0,138,34,22,6
1095315,31-Dec-20,22,20,0,10,7,100,36,22,6
1095565,"December 31, 2020",40,0,0,20,0,13,48,29,11
1095651,31-Dec-20,14,0,0,7,0,9,13,8,10
1095981,NONE,32,0,1,12,0,56,17,11,3
1096752,30-Sep-20,33,7,0,22,1,137,12,8,10
1097149,"December 31, 2020",38,3,1,9,1,202,37,23,6
1097864,"December 31, 2020",33,10,2,29,6,92,45,29,11
1098146,NONE,22,0,0,11,0,21,45,29,11
1098151,31-Dec,28,1,0,15,1,25,13,8,10
1098972,"December 31, 2020",17,5,1,14,0,56,32,21,7
1099160,NONE,24,0,4,11,0,27,36,22,6
1099590,31-Dec,37,1,0,3,1,36,12,8,10
1099800,"December 31, 2020",26,0,0,14,0,132,13,8,10
1100397,NONE,3,1,1,9,0,33,34,22,12
1100682,26-Dec-20,54,3,0,17,1,204,34,22,6
1101215,"December 31, 2020",21,2,1,14,2,50,48,29,11
1101239,31-Dec-20,65,2,0,11,0,204,21,13,3
1101302,31-Dec-20,33,19,0,12,4,107,10,7,1
1101396,3-Oct-20,30,14,0,5,3,62,37,23,6
1101680,"December 31, 2020",34,12,0,7,4,137,45,29,11
1102112,"December 31, 2020",43,1,0,16,1,21,47,29,11
1102238,"December 31, 2020",1,0,0,4,0,9,14,9,5
1102934,30-Sep-20,3,6,0,6,6,107,36,22,6
1102993,31-Dec-20,30,0,0,14,0,193,13,8,10
1103021,31-Dec-20,5,4,0,5,0,15,2,1,1
1103982,31-Dec-20,64,29,0,8,13,240,30,19,4
1104485,"December 31, 2020",17,0,0,16,0,36,13,8,10
1104506,"December 31, 2020",21,2,0,16,1,136,19,12,3
1104657,"December 31, 2020",14,2,0,15,0,78,36,22,6
1104855,NONE,8,1,0,5,2,29,13,8,10
1106644,NONE,19,0,0,6,0,35,44,28,9
1106838,NONE,21,2,0,15,0,58,13,8,10
1107421,31-Dec-20,0,0,0,0,0,0,36,22,6
1107843,31-Dec-20,12,0,0,7,0,100,11,8,10
1108109,31-Dec-20,64,5,0,42,0,24,45,29,11
1108134,31-Dec-20,29,2,0,25,1,42,13,8,10
1108205,31-Dec-20,44,2,1,14,0,45,45,29,11
1108236,"December
    31, 2020",31,2,1,12,2,27,31,20,8
1108426,"December 31, 2020",36,5,0,45,2,44,36,22,6
1108524,31-Jan-21,68,1,0,10,0,213,30,19,4
1108827,"December 31, 2020",28,0,0,33,0,79,18,11,12
1108967,NONE,13,1,1,6,0,71,30,19,4
1109189,31-Dec-20,20,2,10,41,1,71,45,29,11
1109242,31-Dec-20,20,0,0,11,0,22,38,23,6
1109354,"December 31, 2020",31,3,0,22,0,84,31,20,8
1109357,31-Dec-20,55,2,0,23,0,34,45,29,11
1109546,31-Dec-20,31,0,0,10,0,27,38,23,6
1110803,3-Jan-21,14,3,0,2,1,66,30,19,4
1110805,"December 31, 2020",45,0,1,12,0,78,23,15,2
1111335,"December 31, 2020",27,8,0,17,1,109,31,20,8
1111711,"December 31, 2020",30,5,0,14,2,15,13,8,10
1113148,"December 31, 2020",23,5,2,19,0,42,48,29,11
1113169,31-Dec-20,0,0,0,8,0,113,21,13,3
1113232,31-Dec-20,3,4,0,7,4,49,43,27,9
1113809,NONE,34,4,6,6,1,100,12,8,10
1114483,31-Dec-20,29,9,1,27,2,105,35,23,6
1114925,NONE,15,5,0,9,0,70,37,23,6
1114995,"December 31, 2020",1,7,1,12,1,69,45,29,11
1115055,31-Dec-20,70,0,0,16,0,36,36,22,6
1115128,31-Dec-20,35,2,0,8,1,74,10,7,1
1116132,27-Jun-20,0,14,0,11,9,254,13,8,10
1116463,"December 31, 2020",67,2,0,8,0,189,37,23,6
1116942,"December 28, 2020",18,7,0,12,1,101,2,1,1
1117057,NONE,14,0,0,1,0,12,22,14,6
1117171,NONE,9,2,0,6,1,44,36,22,6
1117297,30-Jun-20,27,0,0,12,0,26,13,8,10
1117480,31-Dec-20,32,4,0,8,0,26,36,22,6
1118417,"September 30, 2020",20,0,0,8,0,130,48,29,11
1120193,31-Dec-20,34,0,0,14,0,148,21,13,3
1120370,NONE,23,18,0,14,3,50,36,22,6
1120914,31-Dec-20,16,10,0,6,4,97,27,17,12
1120970,31-Dec-20,9,0,0,9,0,83,37,23,6
1121142,31-Dec-20,25,6,0,24,0,154,21,13,3
1121484,"December 31, 2020",39,2,0,33,1,157,37,23,6
1121788,26-Dec-20,8,5,1,13,0,79,18,11,12
1122063,NONE,12,0,2,9,0,22,37,23,6
1122904,31-Dec-20,38,14,0,20,5,158,14,9,5
1122976,"December 31, 2020",17,6,0,11,2,163,34,22,6
1123360,31-Dec-20,39,0,0,20,0,105,38,23,6
1123494,31-Dec-20,13,0,0,11,0,59,13,8,10
1124105,"December 31, 2020",21,2,0,6,2,54,34,22,12
1124140,"December 31, 2020",54,2,3,10,1,108,18,11,12
1124198,31-Dec-20,28,4,1,19,3,143,12,8,10
1124524,"December 31, 2020",20,37,0,8,24,178,36,23,6
1124610,29-Jan-21,21,1,0,15,0,85,37,23,6
1124796,31-Dec-20,13,2,0,10,1,59,36,22,6
1124804,"December 31, 2020",18,0,0,29,0,78,42,26,9
1124941,"September 30, 2020",18,0,1,7,0,9,13,8,10
1125345,"December 31, 2020",19,3,1,7,1,62,11,8,10
1125376,"December 31, 2020",90,1,0,32,0,12,48,29,11
1126328,31-Dec-20,20,1,0,30,0,160,37,23,6
1126741,NONE,33,2,3,18,1,101,31,20,8
1126956,30-Sep-20,17,1,1,45,0,45,41,25,12
1126975,31-Dec-20,10,0,0,14,0,38,45,29,11
1127371,31-Dec-20,19,0,0,6,0,28,46,29,11
1127703,31-Dec-20,76,0,0,53,0,76,45,29,11
1128361,"December 31, 2020",45,1,0,20,1,32,2,1,1
1128928,2-Jan-21,31,11,0,14,1,47,25,16,3
1129155,"DECEMBER 31, 2020",10,0,0,11,0,43,37,23,6
1129260,31-Dec-20,28,6,1,8,1,95,45,29,11
1130144,"December 31, 2020",29,0,0,6,0,20,13,8,10
1130166,NONE,8,3,1,10,2,29,31,20,8
1130310,12/31/2020,72,4,0,47,0,38,31,20,8
1130464,31-Dec-20,46,2,0,23,0,9,13,8,10
1130598,NONE,14,4,0,11,0,24,41,25,12
1131227,NONE,13,0,0,14,0,128,30,19,4
1131312,NONE,3,0,0,4,0,33,36,22,6
1131554,31-Dec-20,24,2,0,22,0,114,43,27,9
1132105,NONE,16,6,0,11,0,15,45,29,11
1132651,31-Dec-20,36,1,0,12,0,6,36,22,6
1133311,31-Dec-20,11,0,2,16,0,90,13,8,10
1133416,31-Dec-20,0,0,0,0,0,0,37,23,6
1133421,12/31/2020,24,5,0,7,4,119,42,26,9
1133470,31-Oct-20,22,6,0,11,4,82,13,8,10
1133818,NONE,5,0,1,14,0,9,13,8,10
1133869,NONE,40,3,0,21,0,32,28,17,12
1134115,NONE,6,0,0,3,0,30,41,25,12
1135185,"December 31, 2020",29,9,0,29,9,133,11,8,10
1136174,31-Dec-20,6,0,0,2,0,15,43,27,9
1136352,31-Dec-20,18,1,0,21,1,32,12,8,10
1136869,31-Dec-20,40,6,0,29,2,143,34,22,6
1136893,"December 31, 2020",50,0,0,13,0,164,45,29,11
1137547,31-Dec-20,26,0,1,9,0,3,46,29,11
1137774,31-Dec-20,79,0,0,20,0,285,35,23,6
1137789,7/3/2020,20,10,0,24,4,105,13,8,10
1137883,31-Dec-20,16,0,0,12,0,39,47,29,11
1138118,"December 31, 2020",0,2,0,12,0,194,35,23,6
1138639,26-Dec-20,43,9,0,40,4,178,12,8,10
1138723,30-Jun-20,47,7,0,17,4,135,34,22,12
1140102,NONE,37,0,0,0,0,17,3,1,1
1140215,31-Dec-20,15,7,0,9,0,56,46,29,11
1140536,"December 31, 2020",38,4,0,14,3,107,42,26,9
1140859,30-Sep-20,22,8,0,17,3,151,34,22,12
1141103,31-Dec-20,35,0,1,16,0,31,30,19,4
1141197,NONE,38,0,0,23,0,71,45,29,11
1141391,"December 31, 2020",27,1,0,14,1,186,45,29,11
1141688,31-Dec-20,63,0,0,6,0,39,45,29,11
1141807,31-Dec-20,53,1,0,17,0,15,32,21,7
1142417,31-Dec-20,29,1,0,23,0,30,12,8,10
1142596,31-Dec-20,31,2,0,24,0,183,34,22,12
1142750,"December 31, 2020",27,0,0,6,0,9,49,30,11
1143513,NONE,17,2,0,6,2,17,22,14,2
1144215,31-Aug-20,25,6,0,13,1,112,2,1,1
1144519,31-Dec-20,22,5,0,4,0,255,43,27,9
1144980,31-Dec-20,33,4,3,18,2,50,12,8,10
1145197,31-Dec-20,19,7,0,7,1,80,48,29,11
1145255,NONE,17,1,0,7,1,12,15,30,3
1145986,31-Dec-20,21,13,0,16,2,130,46,29,11
1156039,31-Dec-20,66,3,0,19,1,32,48,29,11
1156375,"December 31, 2020",19,1,0,13,1,160,43,27,9
1156388,NONE,59,2,0,21,0,18,33,22,12
1157408,30-Jun-20,11,0,0,5,0,37,13,8,10
1157601,31-Dec-20,0,0,0,0,0,0,45,29,11
1157647,31-Dec-20,33,1,0,6,0,33,37,23,6
1158114,31-Dec-20,14,4,0,13,1,70,36,22,6
1158172,"December 31, 2020",36,0,1,26,0,134,47,29,11
1158420,NONE,4,0,0,3,0,15,43,27,9
1158449,"January 2, 2021",14,17,0,14,0,18,41,25,12
1158463,31-Dec-20,97,0,5,32,0,151,13,8,10
1158780,NONE,24,1,0,8,0,63,12,8,10
1158895,"December 31, 2020",11,0,0,11,0,76,13,8,10
1159036,"December 31, 2020",17,2,0,12,0,39,49,30,2
1159167,2-Jan-21,19,12,0,12,4,121,11,8,10
1159281,31-Dec-20,48,1,0,23,1,12,13,8,10
1160308,31-Dec-20,32,5,0,14,1,61,27,17,12
1160791,31-Dec-20,14,1,0,8,1,29,37,23,6
1160958,31-Dec-20,18,9,0,17,3,97,31,20,8
1161154,12/31/2020,30,2,0,38,0,38,31,20,8
1161728,31-Dec-20,45,0,0,26,0,24,32,21,7
1162112,31-Dec-20,25,1,0,21,0,135,38,23,6
1162194,31-Dec-20,62,1,0,13,0,103,12,8,10
1162461,31-Dec-20,31,4,3,34,2,195,30,19,4
1163165,31-Dec-20,0,0,0,0,0,0,19,12,3
1163302,31-Dec-20,30,5,0,44,0,95,45,29,11
1163370,"December 31, 2020",39,2,0,10,1,18,45,29,11
1163668,NONE,3,0,0,0,0,0,30,19,4
1163739,31-Dec-20,14,0,0,18,0,146,27,17,12
1164727,"December 31, 2020",83,8,0,19,3,133,15,30,3
1164863,31-Dec-20,18,3,0,20,0,73,48,29,11
1165002,12/31/2020,13,0,0,6,0,38,36,23,6
1166388,31-Jan-21,40,0,0,24,0,96,36,22,6
1167419,31-Dec-20,12,4,0,9,2,50,30,19,4
1168054,31-Dec-20,34,4,0,19,1,23,45,29,11
1168455,31-Dec-20,13,1,0,17,1,30,13,8,10
1169245,31-Dec-20,35,0,1,22,0,67,36,23,6
1169445,31-Dec-20,34,0,2,19,0,48,36,22,6
1169561,31-Mar-20,10,3,0,8,0,105,36,22,6
1169652,31-Dec-20,25,2,0,12,1,134,45,29,11
1169770,31-Dec-20,25,0,0,30,0,9,13,8,10
1169987,NONE,33,9,1,21,0,64,32,21,7
1169988,31-Dec-20,23,0,0,17,0,59,43,27,9
1170010,29-Feb-20,41,1,8,6,0,36,41,25,12
1171155,"June 30, 2020",33,13,1,7,7,130,48,29,11
1171486,31-Dec-20,25,1,0,15,1,130,46,29,11
1171662,31-Dec-20,4,0,0,0,0,0,44,28,9
1171759,"December 27, 2020",73,6,3,13,0,16,45,29,11
1171825,31-Dec-20,100,5,0,29,1,89,46,29,11
1172052,31-Dec-20,10,0,0,7,0,3,41,25,12
1172222,31-Dec-20,114,0,12,44,0,152,48,29,11
1172358,31-Dec-20,10,0,0,9,0,31,37,23,6
1172631,NONE,19,3,1,16,1,21,7,4,12
1173204,NONE,17,0,0,15,0,48,13,8,10
1173281,NONE,5,0,0,7,0,27,27,17,12
1173420,30-Nov-20,13,0,0,4,0,38,48,29,11
1173489,31-Dec-20,15,3,0,11,1,50,23,15,3
1173514,31-Dec-20,16,6,3,15,5,100,45,29,11
1174850,31-Dec-20,4,0,0,4,0,9,7,4,12
1174922,"December 31, 2020",80,1,0,13,0,66,12,8,10
1175151,"December 31, 2020",43,0,1,36,0,112,34,22,6
1175454,31-Dec-20,32,0,1,10,0,148,7,4,12
1175483,31-Dec-20,21,2,3,8,0,20,13,8,10
1175505,"December 31, 2020",45,2,0,13,0,91,48,29,11
1175535,31-Dec-20,77,1,0,20,0,40,13,8,10
1176309,NONE,12,0,0,2,0,32,42,26,9
1176334,31-Dec-20,21,0,0,19,0,35,48,29,11
1176948,31-Dec-20,37,2,0,32,2,182,43,27,9
1177609,"January 30, 2021",31,8,3,19,2,29,13,8,10
1177648,30-Sep-20,61,3,0,16,1,18,41,25,12
1177702,31-Dec-20,18,4,0,9,2,26,13,8,10
1178253,31-Dec-20,14,3,0,3,1,42,37,23,6
1178697,NONE,15,15,0,26,8,111,13,8,10
1178711,"December 31, 2020",37,9,0,16,1,67,13,8,10
1178879,31-Dec-20,29,10,0,15,8,113,45,29,11
1178970,"December 31, 2020",49,1,0,12,0,18,46,29,11
