CIK,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph,FFI49,FFI30,FFI12
316253,NONE,25,2,0,19,1,86,11,8,10
316709,31-Dec-20,14,1,0,17,0,15,48,29,11
317540,"December 31, 2020",34,11,0,16,1,18,3,1,1
317788,NONE,2,0,0,10,0,86,36,22,6
318154,31-Dec-20,66,10,0,27,3,215,13,8,10
318300,"December 31, 2020",83,2,0,34,1,36,45,29,11
318306,12/31/2020,18,3,0,10,2,33,13,8,10
318673,NONE,12,0,0,2,0,3,45,29,11
318833,"December 31, 2020",38,2,2,21,2,101,34,22,12
319201,30-Jun-20,15,3,0,14,0,109,38,23,6
319458,NONE,13,0,0,10,0,27,30,19,4
319654,NONE,5,0,0,9,0,13,48,29,11
319655,NONE,0,0,0,8,0,3,48,29,11
320017,"December 31, 2020",14,1,1,6,0,24,13,8,10
320187,31-May-20,45,10,0,15,2,149,10,7,3
320193,"September 26, 2020",13,6,0,2,7,141,37,23,6
320335,31-Dec-20,28,0,0,8,0,9,46,29,11
320575,31-Dec-20,16,3,0,17,0,106,30,19,4
350698,31-Dec-20,38,1,0,9,1,18,43,27,9
350737,NONE,10,1,0,3,1,8,9,6,5
350797,31-Oct-20,13,0,0,10,0,115,48,29,11
350852,31-Dec-20,7,0,0,3,0,6,45,29,11
350868,NONE,5,1,0,10,0,70,34,22,12
350894,31-Dec-20,19,1,0,3,1,129,48,29,11
351569,31-Dec-20,31,0,0,20,0,18,45,29,11
351789,31-Dec-20,13,3,1,2,0,7,38,23,6
351817,12/31/2020,25,1,0,14,0,45,30,19,4
351834,2-Jan-21,11,5,0,31,0,39,3,1,1
351998,NONE,15,10,0,8,3,73,38,23,6
352541,31-Dec-20,22,7,0,19,2,51,31,20,8
352825,31-Dec-20,16,4,0,14,4,68,42,26,9
352915,"December 31, 2020",47,2,0,52,0,6,11,8,10
352955,NONE,5,0,0,0,0,9,48,29,11
353020,31-Dec-20,65,3,5,38,3,262,18,11,12
353184,31-Mar-20,26,1,0,12,0,62,41,25,12
353569,31-Dec-20,41,4,0,9,0,86,13,8,10
354190,"December 31, 2020",30,0,1,16,0,102,46,29,11
354647,31-Dec-20,0,0,0,0,0,0,45,29,11
354707,31-Dec-20,64,2,0,32,0,51,31,20,8
354908,31-Dec-20,26,7,1,21,5,162,37,23,6
354950,31-Jan-21,42,26,0,8,10,56,43,27,9
354963,31-Dec-20,9,1,0,7,1,9,32,21,7
355019,NONE,11,0,2,11,0,18,11,8,10
355948,NONE,19,6,0,4,2,98,42,26,9
356037,NONE,7,2,0,8,0,16,36,23,6
356171,31-Dec-20,19,0,1,11,0,18,45,29,11
356309,30-Sep-20,23,4,0,22,0,12,31,20,8
357173,"December 31, 2020",48,1,0,33,0,31,45,29,11
357294,31-Oct-20,14,1,1,13,0,8,18,11,12
357301,31-Dec-20,2,0,0,0,0,0,45,29,11
700564,31-Dec-20,47,2,0,24,2,24,45,29,11
700565,31-Dec-20,21,0,1,10,0,12,45,29,11
700923,"December 31, 2020",19,3,0,12,0,21,18,11,12
701288,31-Dec-20,15,3,0,7,1,49,12,8,10
701347,12/31/2020,75,1,0,13,0,35,45,29,11
701374,"December 31, 2020",50,0,0,12,0,78,7,4,12
701719,NONE,23,8,0,4,6,81,43,27,9
701869,31-Dec-20,24,0,1,14,0,9,46,29,11
701985,30-Jan-21,42,10,0,16,5,146,43,27,9
702165,31-Dec-20,15,3,0,11,0,23,41,25,12
702325,"December 31, 2020",9,0,0,19,0,15,45,29,11
702513,31-Dec-20,31,0,0,7,0,26,45,29,11
703351,24-Jun-20,113,6,4,12,0,90,44,28,9
703604,31-Dec-20,38,5,3,6,2,6,42,26,9
704051,31-Mar-20,30,2,0,38,3,227,48,29,11
704415,31-Dec-20,39,0,1,9,0,22,11,8,10
704440,NONE,14,1,0,3,1,62,12,8,10
704532,26-Dec-20,27,7,0,13,1,98,38,23,6
704562,NONE,8,2,0,8,1,34,13,8,10
705432,31-Dec-20,60,2,1,10,1,36,45,29,11
706129,31-Dec-20,1,3,0,8,1,18,45,29,11
706698," December 31, 2020",6,3,0,2,0,30,12,8,10
706863,31-Dec-20,39,0,0,15,0,11,45,29,11
707179,"December 31, 2020",39,2,0,10,0,18,45,29,11
707388,31-Dec-20,24,4,1,10,0,18,11,8,10
707549,28-Jun-20,11,8,0,14,2,108,21,13,3
707605,NONE,26,2,0,3,0,15,45,29,11
708781,31-Dec-20,32,1,0,6,1,30,34,22,12
708818,"March 31, 2020",18,1,0,12,0,27,36,22,6
708821,31-Dec-20,26,3,0,13,1,53,35,23,6
708955,31-Dec-20,22,2,0,4,2,17,45,29,11
709283,NONE,23,17,0,30,5,84,35,23,6
709337,"December 31, 2020",18,0,0,3,0,21,45,29,11
710752,NONE,7,0,0,13,0,18,48,29,11
711377,31-May-20,0,0,0,0,0,0,13,8,10
711404,31-Oct-20,47,10,1,20,3,148,12,8,10
711669,31-Dec-20,55,1,1,11,0,18,45,29,11
711772,"December 31, 2020",21,1,0,3,0,28,45,29,11
712034,31-Dec-20,58,14,1,20,2,96,8,5,1
712515,"March 31, 2020",20,0,0,11,0,69,36,22,6
712534,31-Dec-20,52,3,0,9,6,30,45,29,11
712537,"December 31, 2020",25,0,0,14,0,17,45,29,11
712771,31-Dec-20,23,0,0,6,0,13,45,29,11
713425,NONE,21,39,1,8,9,143,36,22,6
713676,"December 31, 2020",61,1,0,21,1,57,45,29,11
714284,NONE,5,2,0,11,1,101,23,15,2
714310,31-Dec-20,79,1,0,23,0,12,45,29,11
714395,31-Dec-20,43,3,0,4,6,39,45,29,11
714562,12/31/2020,23,1,0,8,0,6,45,29,11
715072,31-Dec-20,42,2,0,7,2,33,45,29,11
715446,NONE,45,0,0,1,0,17,13,8,10
715579,"December 31, 2020",40,1,0,13,1,16,45,29,11
715787,3-Jan-21,47,8,4,31,3,127,16,10,1
715957,"December 31, 2020",11,3,0,50,0,15,31,20,8
716006,"December 31, 2020",13,5,0,18,3,47,41,25,12
716133,31-Dec-20,42,5,0,18,1,22,32,21,7
716314,NONE,38,7,0,8,3,89,20,13,3
716605,31-Dec-20,17,0,0,8,0,15,45,29,11
716634,December 31,156,0,1,27,0,134,7,4,12
716643,30-Jun-20,68,2,5,18,0,40,33,22,9
717423,31-Dec-20,25,3,0,26,1,78,30,19,4
717538,"December 31, 2020",45,0,0,7,0,18,45,29,11
717605,31-Dec-20,44,11,3,27,6,95,14,9,5
717720,NONE,1,0,0,10,0,9,8,5,1
717806,NONE,47,1,0,14,0,29,45,29,11
717954,"August 29, 2020",31,3,0,17,0,23,10,7,1
718332,NONE,0,0,0,0,0,0,48,29,11
718877,31-Dec-20,19,0,0,12,0,104,36,22,6
718937,"January 1, 2021",13,1,1,8,0,113,12,8,10
719135,31-Dec-20,28,3,0,4,0,89,12,8,10
719220,31-Dec-20,35,0,0,21,0,30,45,29,11
719402,31-Dec-20,30,0,0,9,0,15,45,29,11
719413,"December 31, 2020",26,1,0,8,0,57,27,17,12
719733,27-Jun-20,17,5,0,11,0,49,37,23,6
719739,"December 31, 2020",53,0,1,12,0,166,45,29,11
719955,31-Jan-21,0,0,0,0,0,0,43,27,9
720005,30-Sep-20,50,0,0,18,0,54,48,29,11
720154,NONE,18,0,0,9,0,51,34,22,12
720500,"September 30, 2020",18,7,0,7,1,92,21,13,3
720672,31-Dec-20,26,1,0,13,1,56,48,29,11
720858,31-Dec-20,13,0,0,5,0,3,46,29,11
720875,NONE,21,9,0,16,1,59,12,8,10
721371,6/30/2020,26,11,0,10,4,113,42,26,9
721693,NONE,4,3,0,10,0,35,22,14,3
721994,"December 31, 2020",34,0,0,5,0,31,45,29,11
722313,NONE,19,14,0,6,3,48,37,23,6
722723,31-Dec-20,49,15,3,41,2,30,11,8,10
723125,3-Sep-20,25,12,0,25,4,71,37,23,6
723188,"December 31, 2020",43,0,1,7,0,21,45,29,11
723254,31-May-20,37,3,0,4,2,29,33,22,9
723531,May 31,25,1,0,7,1,19,34,22,12
723612,12/31/2020,55,1,2,23,0,124,33,22,12
723646,December 31,20,1,0,4,1,14,45,29,11
724004,NONE,23,8,0,5,3,89,38,23,6
724742,"December 31, 2020",29,0,0,6,0,3,47,29,11
724910,NONE,10,0,0,4,0,6,37,23,6
725363,30-Sep-20,11,0,0,6,0,29,13,8,10
726601,31-Dec-20,0,0,0,0,0,0,45,29,11
726728,31-Dec-20,50,2,0,19,0,52,48,29,11
726854,31-Dec-20,24,1,0,2,1,6,45,29,11
726958,30-Apr-20,22,5,0,8,0,0,43,27,9
727273,31-Dec-20,2,0,0,7,0,0,31,20,8
728387,NONE,13,3,0,9,2,83,13,8,10
728535,31-Dec-20,14,8,0,9,0,15,41,25,12
729580,31-Dec-20,15,6,0,17,2,91,37,23,6
729986,31-Dec-20,0,0,0,0,0,0,45,29,11
730255,NONE,26,19,0,31,9,203,37,23,6
730263,"July 31, 2020",41,7,1,21,0,46,23,15,3
730464,30-Jun-20,35,0,0,21,0,90,33,22,12
730708,31-Dec-20,45,3,0,16,2,34,45,29,11
731012,"December 31, 2020",21,4,0,11,1,9,34,22,12
731653,NONE,0,0,0,0,0,0,45,29,11
731802,30-Sep-20,11,1,0,8,0,6,31,20,8
732026,NONE,16,1,0,2,1,38,21,13,3
732712,"December 31, 2020",48,1,0,8,1,135,32,21,7
732717,"December 31, 2020",25,3,0,12,1,192,32,21,7
732834,31-Dec-20,33,4,0,38,2,55,30,19,4
733269,31-Mar-20,20,1,0,7,0,89,36,22,6
737468,31-Dec-20,31,0,0,11,0,18,45,29,11
737758,31-Oct-20,90,21,0,26,13,181,21,13,3
738214,NONE,14,0,0,18,0,79,14,9,5
740260,31-Dec-20,76,1,0,8,0,30,48,29,11
740663,"December 31, 2020",7,0,0,6,0,12,45,29,11
740664,NONE,15,2,0,10,2,27,37,23,6
740971,NONE,1,0,0,0,0,3,45,29,11
741516,"December 31, 2020",29,2,0,4,2,17,45,29,11
742112,"December 31, 2020",26,22,0,19,8,144,12,8,10
742278,"December 31, 2020",13,0,1,13,0,91,30,19,4
743238,"December 31, 2020",12,9,3,13,4,35,23,15,2
743316,27-Jun-20,14,2,0,12,1,84,37,23,6
743367,"December 31, 2020",12,1,0,8,0,6,45,29,11
743988,28-Mar-20,28,4,0,16,1,106,37,23,6
744187,NONE,12,0,0,21,0,18,14,9,5
744452,NONE,63,20,0,4,5,38,34,22,12
744825,31-Dec-19,9,0,0,8,0,24,11,8,10
745308,"December 31, 2020",20,0,0,2,0,6,44,28,12
745732,30-Jan-21,62,9,5,9,1,21,43,27,9
746210,31-Dec-20,12,0,0,16,0,33,36,22,6
746514,"December 31, 2020",8,0,0,6,0,18,47,29,11
746515,"December 31, 2020",13,19,0,6,12,214,41,25,12
746598,31-Jul-20,28,2,0,12,2,89,49,30,2
746838,"December 31, 2020",13,1,0,27,1,99,36,23,6
748592,NONE,28,0,0,14,0,0,36,22,6
749038,NONE,14,3,0,4,6,42,47,29,11
749251,"December 31, 2020",40,2,0,7,1,127,34,22,12
749647,NONE,27,2,1,11,0,79,13,8,10
749660,31-Dec-20,0,0,0,0,0,0,12,8,10
750004,31-Dec-20,89,4,2,19,1,217,35,23,6
750574,31-Dec-20,0,0,0,0,0,0,45,29,11
750577,"December 31, 2020",38,2,0,18,1,42,45,29,11
750686,31-Dec-20,80,0,0,14,0,24,45,29,11
751364,31-Dec-20,33,0,0,5,0,19,48,29,11
751365,NONE,27,7,0,11,2,42,39,24,3
751978,31-Dec-20,0,0,0,0,0,0,37,23,6
752642,31-Dec-20,17,0,0,4,0,6,48,29,11
752714,31-Dec-20,8,1,0,12,1,40,34,22,12
753308,31-Dec-20,4,1,0,20,1,32,31,20,8
754811,NONE,10,1,0,6,1,56,48,29,11
755001,31-Dec-20,0,0,0,0,0,0,31,20,8
759944,31-Dec-20,51,1,0,13,1,15,45,29,11
760498,31-Dec-20,25,1,0,3,1,9,45,29,11
761648,31-Dec-20,22,0,0,8,0,12,48,29,11
763532,NONE,15,3,0,9,0,17,22,14,2
763563,31-Dec-20,45,0,0,10,0,27,45,29,11
763901,31-Dec-20,87,4,3,38,3,52,45,29,11
764038,"December 31, 2020",40,4,1,16,4,39,45,29,11
764065,31-Dec-20,61,7,0,55,0,91,19,12,3
764180,31-Dec-20,63,8,0,35,1,102,5,3,1
764195,31-Dec-20,36,1,0,6,1,62,13,8,10
764401,"October 3, 2020",8,1,0,7,1,9,19,12,3
764478,30-Jan,42,22,0,14,2,75,43,27,9
764622,31-Dec-20,43,3,0,30,0,15,31,20,8
765207,31-Dec-20,30,1,1,4,0,15,45,29,11
765880,31-Dec-20,73,1,0,18,0,19,48,29,11
766421,31-Dec-20,46,0,7,29,0,72,41,25,12
766701,"December 31, 2020",9,0,0,3,0,3,48,29,11
766704,31-Dec-20,45,4,0,17,1,31,48,29,11
766792,NONE,24,6,4,13,1,42,21,13,3
766829,"December 31, 2020",27,0,0,16,0,12,31,20,8
767405,NONE,18,0,0,5,0,18,45,29,11
768408,NONE,7,2,0,9,2,55,13,8,10
768411,31-Dec-20,3,5,0,13,4,97,38,23,6
768835,30-Jan-21,20,8,0,9,1,29,43,27,9
768899,27-Dec-20,78,2,0,14,1,59,34,22,12
769397,31-Jan-21,22,0,0,10,0,149,36,22,6
769520,"January 2, 2021",17,1,0,18,1,112,21,13,3
770460,NONE,11,0,0,4,0,9,45,29,11
771266,26-Dec-20,1,5,0,4,1,30,37,23,6
771497,31-Oct-20,4,1,8,19,0,55,34,22,12
771999,NONE,9,4,0,4,4,103,36,23,6
772406,28-Mar-20,4,12,0,17,2,74,37,23,6
773141,31-Dec-20,7,0,0,6,0,9,18,11,12
773840,31-Dec-20,33,8,0,17,5,153,49,30,12
774569,31-Dec-20,41,0,2,13,0,21,45,29,11
775158,"September 30, 2020",36,12,1,24,5,171,23,15,2
775215,NONE,36,0,0,8,0,13,45,29,11
775368,"December 31, 2020",5,0,0,30,0,100,46,29,11
776867,31-Dec-20,22,0,0,4,0,43,46,29,11
776901,31-Dec-20,47,0,0,16,0,23,45,29,11
778164,NONE,0,0,0,10,0,60,14,9,5
778946,December 31,98,0,6,13,0,15,44,28,12
779544,3-Oct-20,46,0,3,10,0,15,44,28,9
780571,31-Dec-20,23,7,0,6,6,135,38,23,6
783005,NONE,8,0,0,7,0,9,32,21,7
783280,12/31/2020,20,1,0,13,0,32,48,29,11
783324,31-Dec-20,11,0,0,3,0,41,27,17,12
783325,"December 31, 2020",58,3,0,36,1,39,31,20,8
783412,30-Sep-20,12,0,1,7,0,9,36,22,6
784199,31-Dec,34,7,0,17,0,116,12,8,10
784977,"December 31, 2020",40,5,0,36,2,15,31,20,8
785161,"December 31, 2020",37,5,0,34,0,9,11,8,10
785557,9/30/2020,16,1,0,6,0,8,11,8,10
785786,3-Oct-20,43,12,0,19,5,111,37,23,6
785956,26-Sep-20,12,1,0,12,0,15,2,1,1
787253,NONE,23,5,0,4,1,26,13,8,10
788329,"October 2, 2020",21,9,0,4,4,70,22,14,6
788611,NONE,6,2,0,6,0,49,34,22,12
788784,"December 31, 2020",19,4,0,31,0,9,31,20,8
788920,NONE,9,3,0,3,0,5,12,8,10
788965,31-Dec-20,12,1,0,17,1,27,29,18,4
789019,30-Jun-20,14,9,0,9,5,137,36,22,6
789460,31-Dec-20,27,5,0,36,1,212,42,26,9
789570,"December 31, 2020",78,1,6,20,0,90,7,4,12
789933,31-Dec-20,9,3,0,31,1,25,29,18,4
790051,"December 31, 2020",18,6,0,8,3,109,17,11,4
790359,31-Dec-20,1,0,0,1,0,0,45,29,11
790526,"December 31, 2020",18,0,2,15,0,24,11,8,10
790816,31-Dec-20,19,3,1,15,3,22,48,29,11
791908,31-Dec-20,28,2,0,18,0,59,13,8,10
791963,"December 31, 2020",15,1,0,7,2,58,48,29,11
792966,31-Dec-20,24,1,0,5,1,15,45,29,11
793074,"December 31, 2020",14,4,0,6,0,39,41,25,12
793524,NONE,9,0,0,8,0,39,34,22,12
793733,"December 31, 2020",43,0,2,39,0,27,41,25,12
793952,"December 31, 2020",28,7,0,8,5,147,9,6,2
794170,31-Oct-20,21,0,0,13,0,10,18,11,12
794172,30-Sep-20,0,0,0,0,0,0,13,8,10
794367,30-Jan-21,18,4,4,8,0,3,43,27,9
794619,30-Apr-20,22,5,0,14,1,47,17,11,12
795212,NONE,1,0,0,1,0,0,43,27,9
795266,30-Nov-20,40,4,0,25,2,15,18,11,12
795403,31-Dec-20,35,7,1,20,3,86,17,11,3
796505,NONE,21,5,0,7,0,31,37,23,6
796534,31-Dec-20,61,0,0,16,0,14,45,29,11
797465,NONE,12,2,0,5,1,6,49,30,12
797468,31-Dec-20,18,2,0,16,1,156,30,19,4
797721,"March 31, 2020",28,7,0,24,4,150,37,23,6
798081,NONE,17,4,0,7,0,134,12,8,10
798287,31-Dec-20,12,4,0,13,1,21,41,25,12
798354,31-Dec-20,33,1,0,14,0,195,34,22,6
798359,"December 31, 2020",35,2,0,8,1,15,48,29,11
798528,NONE,0,0,0,8,0,20,41,25,12
798783,"December 31, 2020",24,3,0,15,0,6,48,29,11
798941,31-Dec-20,35,2,0,11,1,15,45,29,11
798949,31-Dec-20,7,1,0,18,0,32,30,19,4
799165,31-Dec-20,7,0,0,7,0,18,30,19,4
799167,31-Dec-20,5,0,0,5,0,0,41,25,12
799233,"December 31, 2020",13,3,0,6,0,3,41,25,12
799288,29-Jan-21,48,6,3,15,0,66,43,27,9
799292,"December 31, 2020",21,2,0,8,0,12,18,11,12
799698,NONE,7,0,1,2,0,33,13,8,10
799850,NONE,29,0,0,5,0,20,43,27,9
800240,"December 26, 2020",55,18,1,40,2,85,43,27,9
800457,31-Dec-20,0,0,0,0,0,0,46,29,11
802481,27-Dec-20,23,2,0,7,1,67,2,1,1
802681,"December 31, 2020",34,0,0,11,0,33,45,29,11
803649,31-Dec-20,15,0,0,6,0,3,48,29,11
804328,27-Sep-20,43,4,0,20,2,126,37,23,6
804753,"December 31, 2020",20,2,0,16,0,55,36,23,6
805676,31-Dec-20,95,0,0,7,0,39,45,29,11
805928,31-Dec-20,28,1,0,9,1,107,12,8,10
806279,December 31,21,0,1,15,0,9,45,29,11
806517,NONE,14,0,0,8,0,44,11,8,10
807707,NONE,38,11,3,29,2,121,6,4,2
807863,"September 30, 2020",10,0,0,19,0,63,35,23,6
807882,27-Sep-20,25,5,0,10,0,10,44,28,9
808326,"September 30, 2020",29,10,0,22,5,74,37,23,6
808450,31-Oct-20,53,9,2,27,8,92,23,15,2
809248,"January 3, 2021",34,1,0,10,0,6,44,28,9
810136,31-Oct-20,0,1,0,1,1,6,37,23,6
810332,"September 30, 2020",36,0,3,28,0,39,41,25,12
810509,NONE,19,5,0,7,4,80,13,8,10
810958,"December 31, 2020",21,0,3,19,0,3,45,29,11
811156,"December 31, 2020",16,3,0,52,1,22,31,20,8
811240,NONE,24,0,0,10,0,105,12,8,10
811532,31-Dec-20,69,0,0,12,0,14,7,4,12
811589,31-Dec-20,49,3,1,8,2,23,45,29,11
811596,"December 31, 2020",21,10,0,20,1,42,19,12,3
811641,NONE,9,1,2,7,2,42,13,8,10
811808,"December 31, 2020",25,1,0,9,0,18,45,29,11
812074,31-Dec-20,28,4,0,18,1,93,40,24,3
812128,"October 31, 2020",47,2,0,11,1,25,2,1,1
812348,31-Dec-20,0,0,0,0,0,0,45,29,11
812796,NONE,22,0,0,8,0,21,13,8,10
813298,30-Jan-21,39,7,3,9,5,48,43,27,9
813672,2-Jan-21,19,1,0,4,1,80,36,22,6
813762,"December 31, 2020",17,4,0,8,2,57,49,30,12
813828,"December 31, 2020",49,0,0,19,0,208,32,21,7
814453,31-Dec-20,59,10,4,16,4,189,49,30,2
814547,30-Sep-20,25,2,0,8,2,78,36,23,6
814585,31-Dec-20,0,0,0,0,0,0,46,29,11
814586,NONE,2,1,0,0,0,0,2,1,1
815094,31-Mar-20,52,4,3,21,1,114,12,8,10
815097,30-Nov-20,76,0,1,16,0,187,41,25,12
815556,31-Dec-20,29,20,0,4,6,60,42,26,9
816761,"December 31, 2020",26,6,0,8,4,127,36,22,6
816956,31-Dec-20,32,3,0,9,0,91,12,8,10
817720,27-Jun-20,18,7,0,10,0,50,37,23,6
818033,"December 31, 2020",27,0,0,17,0,79,13,8,10
818479,31-Dec-20,63,1,6,27,0,133,12,8,10
819793,"December 31, 2020",12,6,0,15,2,47,16,10,1
819913,"DECEMBER 31, 2020",6,0,0,5,0,3,46,29,11
820027,31-Dec-20,19,0,0,26,0,113,48,29,11
820313,31-Dec-20,24,1,0,11,1,85,37,23,6
820318,30-Jun-20,18,5,0,15,3,119,38,23,6
821002,"January 31, 2021",48,7,6,29,4,128,10,7,1
821026,12/31/2020,20,5,0,14,1,43,42,26,9
821127,"December 31, 2020",44,0,0,14,0,9,45,29,11
821130,"December 31, 2020",2,2,0,1,1,19,32,21,7
821189,31-Dec-20,14,2,0,17,0,78,30,19,4
821483,"December 31, 2020",41,4,1,27,4,82,30,19,4
822416,"December 31, 2020",22,5,0,7,1,24,18,11,12
822663,31-Dec-20,19,3,0,9,0,116,9,6,5
822818,31-Dec-20,31,1,0,23,0,21,49,30,12
823768,31-Dec-20,44,1,0,32,0,34,49,30,12
824142,31-Dec-20,11,2,0,2,1,18,21,13,3
824410,"December 31, 2020",23,1,2,10,1,15,45,29,11
825313,"December 31, 2020",30,1,0,15,0,142,48,29,11
825324,NONE,42,6,0,13,0,21,44,28,9
825542,"September 30, 2020",30,2,0,8,0,46,14,9,5
826154,31-Dec-20,38,1,0,17,1,33,45,29,11
826675,31-Dec-20,31,0,0,7,0,22,48,29,11
827052,31-Dec-20,31,2,0,21,0,28,31,20,8
827054,31-Mar-20,36,9,0,17,1,75,37,23,6
827187,2-Jan-21,40,6,2,8,2,42,9,6,2
827871,31-Dec-20,48,13,0,27,5,43,13,8,10
828916,31-Dec-20,29,0,0,15,0,21,48,29,11
828944,31-Dec-20,42,0,0,10,0,12,45,29,11
829224,27-Sep-20,56,11,1,4,2,202,44,28,9
829323,"December 31, 2020",16,0,0,7,0,7,36,22,6
830122,"DECEMBER 31, 2020",7,0,0,9,0,3,47,29,11
830524,NONE,18,3,0,14,0,65,14,9,5
831001,31-Dec-20,39,1,0,38,1,255,45,29,11
831259,31-Dec-20,64,0,1,30,0,210,28,17,12
831547,31-Dec-20,29,5,0,8,0,36,13,8,10
831641,27-Sep-20,25,0,0,22,0,184,34,22,12
832101,31-Dec-20,20,3,0,15,1,77,21,13,3
832428,31-Dec-20,17,0,0,10,0,29,32,21,7
832988,30-Jan-21,59,22,4,10,7,90,43,27,9
833079,"December 31, 2020",13,3,0,3,0,6,18,11,12
833444,"September 30, 2020",43,6,1,17,1,148,21,13,3
834285,31-Dec-20,34,0,0,19,0,12,45,29,11
834365,"December 31, 2020",34,6,0,6,7,45,13,8,10
835011,"December 31, 2020",15,4,0,11,2,26,4,2,1
835324,31-Dec-20,33,1,0,5,1,41,45,29,11
836147,"December 31, 2020",0,0,0,0,0,0,45,29,11
836157,31-Aug-20,5,3,0,7,1,93,21,13,3
836690,NONE,16,3,0,7,2,58,35,23,6
837465,31-Dec-20,66,8,0,41,6,181,6,4,1
837852,"December 31, 2020",15,8,0,12,7,97,48,29,11
838875,NONE,21,1,0,7,0,12,4,2,1
839470,NONE,8,4,0,2,2,53,22,14,3
840489,31-Dec-20,42,1,1,8,0,41,43,27,9
840715,NONE,7,3,0,18,1,83,37,23,6
842023,30-Jun-20,16,2,0,10,1,69,13,8,10
842162,31-Dec-20,46,12,0,31,6,217,39,24,3
842183,31-Dec-20,44,0,0,6,0,26,48,29,11
842518,31-Dec,30,0,0,12,0,9,45,29,11
842633,31-Dec-20,41,7,0,17,3,85,20,13,3
842717,NONE,18,0,0,9,0,12,45,29,11
843006,NONE,16,0,0,0,0,44,36,22,6
844059,NONE,0,0,0,0,0,0,47,29,11
844161,NONE,13,1,3,9,0,113,48,29,11
844965,"DECEMBER 31, 2020",16,2,1,11,0,59,30,19,4
845877,"December 31, 2020",67,5,0,8,1,21,45,29,11
846475,31-Dec-20,5,2,0,5,0,10,12,8,10
846617,31-Dec-20,25,0,0,8,0,15,45,29,11
846901,"December 31, 2020",31,0,0,11,0,27,45,29,11
846913,NONE,6,2,0,22,0,44,21,13,3
849146,"June 30, 2020",19,7,0,8,2,127,13,8,10
849399,3-Apr-20,17,1,0,26,1,84,36,22,6
849869,31-Dec-20,10,4,0,11,1,54,40,24,3
850033,NONE,8,0,0,3,0,30,48,29,11
850141,31-Dec-20,31,0,0,18,0,23,46,29,11
850209,"January 30, 2021",33,10,0,2,2,70,43,27,9
850261,31-Dec-20,58,2,2,6,0,91,13,8,10
850429,12/31/2020,31,4,0,15,0,37,15,30,3
850460,31-Dec-20,8,4,0,2,1,14,19,12,3
851205,31-Dec-20,36,1,0,13,1,106,38,23,6
851310,31-Dec-20,36,4,0,18,0,122,37,23,6
851520,1-Jan-21,25,1,0,4,0,62,34,22,12
851968,31-Dec-20,24,5,1,11,4,92,16,10,1
852772,30-Dec-20,56,4,2,10,1,72,44,28,9
853816,26-Dec-20,0,0,0,0,0,0,41,25,12
854560,"December 31, 2020",38,1,1,20,0,9,45,29,11
854775,30-Sep-20,18,9,0,5,3,74,35,23,6
854800,NONE,15,0,0,13,0,92,37,23,6
855654,31-Dec-20,12,3,1,13,1,22,13,8,10
855658,2-Jan-21,17,8,0,18,3,92,37,23,6
855683,NONE,17,1,0,5,0,76,12,8,10
856982,"December 31, 2020",34,5,2,13,0,106,12,8,10
857005,30-Sep-20,20,2,1,10,1,75,36,22,6
857737,NONE,21,1,0,9,2,165,48,29,11
857855,"December 31, 2020",46,1,1,10,1,25,45,29,11
857949,NONE,22,2,0,7,0,32,14,9,5
858655,30-Sep-20,56,7,4,14,3,108,19,12,3
858800,NONE,8,1,0,6,1,9,45,29,11
858877,25-Jul-20,27,9,0,16,3,117,35,23,6
859070,31-Dec-20,45,1,1,6,2,39,45,29,11
859598,31-Dec-20,31,2,1,16,0,173,41,25,12
859737,"September 26, 2020",54,6,2,24,0,140,12,8,10
860413,12/31/2020,34,1,0,8,0,31,45,29,11
860546,12/31/2020,30,0,0,15,0,6,48,29,11
860730,31-Dec-20,0,0,0,0,0,0,11,8,10
860731,31-Dec-20,37,0,0,9,0,6,36,23,6
860748,"December 31, 2020",19,0,0,15,0,18,46,29,11
861459,"December 31, 2019",12,0,0,15,0,33,18,11,12
861838,"December 31, 2020 ",7,0,0,10,0,22,13,8,10
861878,31-Dec-20,39,2,3,18,0,150,49,30,12
861884,31-Dec-20,30,3,1,5,2,73,42,26,9
862022,NONE,4,0,0,9,0,15,48,29,11
862831,"December 31, 2020",39,1,0,14,0,15,45,29,11
862861,NONE,4,2,0,4,0,47,49,30,12
863110,31-Dec-20,1,0,0,0,0,0,31,20,8
863436,31-Dec-20,30,22,0,12,7,129,37,23,6
863894,NONE,54,1,1,14,0,151,15,30,3
864240,NONE,24,10,0,8,2,39,23,15,2
864749,1-Jan-21,42,9,0,14,3,145,38,23,6
865058,31-Dec-20,6,0,0,7,0,3,46,29,11
865752,31-Dec-20,25,7,0,12,3,113,3,1,1
866273,30-Jun-20,19,1,0,10,0,44,18,11,12
866368,31-Dec,34,0,0,9,0,12,48,29,11
866374,31-Mar-20,62,59,1,42,16,185,37,23,6
866609,31-Dec-20,32,1,2,27,1,103,30,19,4
866706,30-Sep-20,25,2,0,8,1,68,38,23,6
866729,31-May-20,59,1,1,22,2,54,8,5,1
866787,"August 29, 2020",19,5,1,7,4,42,43,27,9
866829,"December 31, 2020",24,3,1,14,1,159,30,19,4
867665,NONE,12,0,0,22,0,47,30,19,4
867773,3-Jan-21,28,5,0,42,0,119,37,23,6
